"","restaurant.type","rate..out.of.5.","num.of.ratings","avg.cost..two.people.","online_order","table.booking","cuisines.type","area","high_score","good_bad_average"
"982","Casual Dining",3.9,-0.235961252290389,-0.0887774398868734,"No","No","Bengali","Brookefield",1,"3"
"983","Casual Dining",3.3,-0.308249132478177,-0.196811480032296,"No","No","North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"1"
"984","Casual Dining",2.8,-0.252772387217782,0.559426800985664,"No","Yes","Continental, Seafood, Biryani, Desserts, North Indian, Chinese, Bakery, Kebab","Indiranagar",0,"1"
"985","Casual Dining",4.1,1.89905288348847,1.42369912214905,"Yes","Yes","North Indian, Chinese, Continental","Bannerghatta Road",1,"3"
"986","Casual Dining",2.5,-0.197295641957386,0.559426800985664,"No","No","Chinese, Momos","Whitefield",0,"1"
"987","Casual Dining",4.1,0.488598663080233,0.77549488127651,"Yes","Yes","Andhra, Hyderabadi, Biryani, Chinese, North Indian","Bellandur",1,"3"
"988","Casual Dining",3.4,-0.309930245970917,-0.0887774398868734,"No","No","Chinese, Hyderabadi, Mughlai, South Indian","Electronic City",0,"2"
"989","Casual Dining",3.7,0.79288020526604,0.235324680549395,"Yes","No","Bengali, Mughlai","Bannerghatta Road",1,"2"
"990","Casual Dining",2.8,-0.252772387217782,0.77549488127651,"Yes","No","North Indian, Chinese, South Indian","Electronic City",0,"1"
"991","Casual Dining",3.8,0.0431035875043285,3.15224376447581,"No","No","Italian, Chinese, Continental, North Indian, Seafood, Thai","Lavelle Road",1,"3"
"992","Casual Dining",3.2,0.122115921663074,-0.196811480032296,"Yes","No","North Indian, South Indian, Kerala, Seafood","Sarjapur Road",0,"1"
"993","Casual Dining",3.8,0.113710354199378,0.0192566002585495,"Yes","No","South Indian, Biryani, Chinese","HSR",1,"3"
"994","Casual Dining",3.8,0.392775193994095,0.559426800985664,"Yes","No","Biryani, Hyderabadi, Andhra, North Indian","Brookefield",1,"3"
"995","Casual Dining",3.3,-0.311611359463656,0.235324680549395,"No","No","North Indian","HSR",0,"1"
"996","Casual Dining",4.2,0.99629493788749,1.85583528273074,"No","Yes","Mediterranean, Continental, Italian, Salad","Kalyan Nagar",1,"3"
"997","Casual Dining",3.5,-0.242685706261346,-0.0887774398868734,"No","No","Biryani, Chinese, Hyderabadi, North Indian, South Indian","Malleshwaram",0,"2"
"998","Casual Dining",4,0.639898877426767,0.127290640403972,"Yes","No","Bengali, Seafood","Byresandra,Tavarekere,Madiwala",1,"3"
"999","Casual Dining",3.6,-0.259496841188739,-0.0887774398868734,"No","No","Mughlai, North Indian, Chinese","Banashankari",1,"2"
"1000","Casual Dining",3.4,-0.271264635637914,0.451392760840241,"Yes","No","North Indian","Byresandra,Tavarekere,Madiwala",0,"2"
"1001","Casual Dining",3.7,-0.242685706261346,0.991562961567356,"No","No","South Indian","Rajajinagar",1,"2"
"1002","Casual Dining",4,1.1980285570162,0.451392760840241,"Yes","Yes","Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian","Bellandur",1,"3"
"1003","Casual Dining",4.1,0.344022902704656,0.991562961567356,"No","No","French, Pizza, Bakery","Brookefield",1,"3"
"1004","Casual Dining",2.8,-0.252772387217782,0.127290640403972,"No","No","Continental, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",0,"1"
"1005","Casual Dining",3.6,-0.249410160232303,0.127290640403972,"Yes","No","Arabian, Mediterranean, North Indian","Kalyan Nagar",1,"2"
"1006","Casual Dining",2.8,-0.252772387217782,0.343358720694818,"No","No","North Indian, Chinese","HSR",0,"1"
"1007","Casual Dining",3.4,-0.291437997550785,0.451392760840241,"No","No","North Indian, Mughlai, Chinese","Sarjapur Road",0,"2"
"1008","Casual Dining",3.1,-0.293119111043524,-0.0887774398868734,"Yes","No","North Indian, Biryani, Chinese","Bannerghatta Road",0,"1"
"1009","Casual Dining",4,1.14087069826307,1.2076310418582,"No","Yes","North Indian, Mughlai","Indiranagar",1,"3"
"1010","Casual Dining",3.9,-0.239323479275868,0.77549488127651,"No","Yes","North Indian, Continental, Chinese","Bannerghatta Road",1,"3"
"1011","Casual Dining",3.8,-0.172078939566297,0.127290640403972,"Yes","No","Continental, Asian, Chinese, Italian, North Indian","HSR",1,"3"
"1012","Casual Dining",3.6,-0.277989089608871,-0.0887774398868734,"Yes","No","North Indian, Andhra, Chinese","JP Nagar",1,"2"
"1013","Casual Dining",3.1,-0.30152467850722,0.127290640403972,"No","No","South Indian, North Indian, Chinese","Frazer Town",0,"1"
"1014","Casual Dining",2.8,-0.252772387217782,-0.304845520177719,"No","No","North Indian, South Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"1015","Casual Dining",3.8,0.157419305010598,0.559426800985664,"Yes","No","Chinese, North Indian, Momos, Biryani","Malleshwaram",1,"3"
"1016","Casual Dining",2.8,-0.252772387217782,0.127290640403972,"No","No","North Indian, South Indian, Chinese","Koramangala 4th Block",0,"1"
"1017","Casual Dining",4.3,1.75279600962016,0.991562961567356,"Yes","Yes","North Indian, Italian","Byresandra,Tavarekere,Madiwala",1,"3"
"1018","Casual Dining",4.6,0.544075408340629,0.991562961567356,"Yes","Yes","Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai","Malleshwaram",1,"3"
"1019","Casual Dining",3.7,-0.225874571333953,0.77549488127651,"Yes","Yes","Seafood, North Indian, Chinese, Continental, Mangalorean","Malleshwaram",1,"2"
"1020","Casual Dining",4,1.39639994915943,0.343358720694818,"Yes","Yes","North Indian, Mughlai","Brigade Road",1,"3"
"1021","Casual Dining",3.2,-0.313292472956395,0.0192566002585495,"No","No","North Indian, Chinese, Seafood, South Indian","Electronic City",0,"1"
"1022","Casual Dining",4.1,-0.229236798319432,-0.304845520177719,"Yes","No","Healthy Food, North Indian, South Indian","Brigade Road",1,"3"
"1023","Casual Dining",4.3,0.550799862311586,1.85583528273074,"No","Yes","Japanese","Brigade Road",1,"3"
"1024","Casual Dining",4,-0.0207787252197635,0.451392760840241,"No","No","Chinese, North Indian","Rajajinagar",1,"3"
"1025","Casual Dining",3.9,-0.0846610379438554,-0.0887774398868734,"Yes","No","North Indian, Chinese, Biryani","Malleshwaram",1,"3"
"1026","Casual Dining",3.7,-0.271264635637914,-0.0887774398868734,"No","No","North Indian, Chinese","JP Nagar",1,"2"
"1027","Casual Dining",3.1,-0.30320579199996,0.559426800985664,"No","No","North Indian, Continental, Finger Food","Brigade Road",0,"1"
"1028","Casual Dining",3.5,-0.249410160232303,0.343358720694818,"No","Yes","North Indian, Biryani","Old Airport Road",0,"2"
"1029","Casual Dining",3.3,0.317125086820828,0.451392760840241,"Yes","No","Chinese, North Indian, Biryani, Juices","Whitefield",0,"1"
"1030","Casual Dining",3.8,-0.266221295159696,2.28797144331243,"No","No","North Indian, European, Mediterranean, BBQ, Kebab","Brookefield",1,"3"
"1031","Casual Dining",3.4,-0.0291842926834598,0.235324680549395,"Yes","No","Arabian, Kerala, Biryani, South Indian, Chinese, BBQ","Electronic City",0,"2"
"1032","Casual Dining",2.8,-0.252772387217782,0.127290640403972,"No","No","South Indian, North Indian, Arabian, Continental","Rajajinagar",0,"1"
"1033","Casual Dining",2.9,0.216258277256473,0.991562961567356,"Yes","No","North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages","Indiranagar",0,"1"
"1034","Casual Dining",2.5,-0.18720896100095,0.343358720694818,"No","No","Andhra, North Indian, Chinese","New BEL Road",0,"1"
"1035","Casual Dining",4.2,-0.0964288323930303,2.07190336302159,"Yes","No","Awadhi, Bengali, North Indian","Brigade Road",1,"3"
"1036","Casual Dining",4.1,0.15405707802512,3.15224376447581,"No","Yes","Asian, North Indian, South Indian, Momos","Sarjapur Road",1,"3"
"1037","Casual Dining",3.3,-0.298162451521742,0.127290640403972,"No","No","North Indian, Continental, South Indian","Church Street",0,"1"
"1038","Casual Dining",2.5,0.594508813122807,-0.304845520177719,"Yes","No","South Indian, North Indian, Chinese, Street Food, Fast Food","Whitefield",0,"1"
"1039","Casual Dining",3.9,0.224663844720169,0.127290640403972,"Yes","No","Chinese, Momos","Indiranagar",1,"3"
"1040","Casual Dining",3.7,0.0447847009970678,-0.0887774398868734,"Yes","No","North Indian, South Indian, Chinese","Bannerghatta Road",1,"2"
"1041","Casual Dining",3.2,-0.294800224536263,0.559426800985664,"No","No","North Indian, South Indian","Rajajinagar",0,"1"
"1042","Casual Dining",2.6,0.155738191517859,0.127290640403972,"No","No","North Indian","Banashankari",0,"1"
"1043","Casual Dining",3.9,-0.158630031624383,0.235324680549395,"No","No","Chettinad, South Indian","Marathahalli",1,"3"
"1044","Casual Dining",3.9,0.690332282208944,0.991562961567356,"Yes","Yes","Mangalorean, Seafood, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",1,"3"
"1045","Casual Dining",4.1,0.046465814489807,0.127290640403972,"Yes","Yes","North Indian, Chinese, Fast Food, Biryani","Byresandra,Tavarekere,Madiwala",1,"3"
"1046","Casual Dining",2.8,-0.252772387217782,0.127290640403972,"No","No","BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food","Brigade Road",0,"1"
"1047","Casual Dining",4,0.164143758981555,2.07190336302159,"No","Yes","Continental, Asian","Brookefield",1,"3"
"1048","Casual Dining",3.8,-0.259496841188739,0.77549488127651,"Yes","No","Andhra, North Indian","Electronic City",1,"3"
"1049","Casual Dining",3.5,-0.30152467850722,0.127290640403972,"Yes","No","Andhra, Biryani, Chinese, North Indian","Bellandur",0,"2"
"1050","Casual Dining",3.3,-0.308249132478177,-0.0887774398868734,"No","No","North Indian","New BEL Road",0,"1"
"1051","Casual Dining",3.2,-0.205701209421082,0.451392760840241,"Yes","No","Seafood, Mangalorean, North Indian, Biryani","Old Airport Road",0,"1"
"1052","Casual Dining",4,-0.123326648276858,-0.0887774398868734,"Yes","No","South Indian, North Indian, Chinese","Bannerghatta Road",1,"3"
"1053","Casual Dining",2.9,-0.298162451521742,0.127290640403972,"Yes","No","North Indian, Mughlai, Biryani","Byresandra,Tavarekere,Madiwala",0,"1"
"1054","Casual Dining",3.5,-0.25613461420326,-0.0887774398868734,"No","No","South Indian, Kerala, North Indian, Chinese","Sarjapur Road",0,"2"
"1055","Casual Dining",3.9,0.88197922038122,0.991562961567356,"Yes","No","Italian, Chinese, Continental, Steak","Bellandur",1,"3"
"1056","Casual Dining",3.6,-0.219150117362996,-0.196811480032296,"No","No","North Indian, South Indian, Chinese","Brigade Road",1,"2"
"1057","Casual Dining",3.8,0.298632838400696,0.127290640403972,"No","No","North Indian, Salad, Healthy Food","Bellandur",1,"3"
"1058","Casual Dining",3.6,-0.291437997550785,0.127290640403972,"Yes","No","Seafood, South Indian","New BEL Road",1,"2"
"1059","Casual Dining",3.5,-0.309930245970917,0.127290640403972,"No","No","North Indian, South Indian, Andhra, Mughlai","Old Airport Road",0,"2"
"1060","Casual Dining",3.9,-0.0359087466544168,0.127290640403972,"No","No","Arabian, Chinese, Fast Food","Church Street",1,"3"
"1061","Casual Dining",4,-0.0123731577560672,0.127290640403972,"Yes","No","Burmese","Old Airport Road",1,"3"
"1062","Casual Dining",3.6,-0.0459954276108524,0.559426800985664,"Yes","Yes","Goan, Seafood, North Indian, Chinese, Biryani","Banashankari",1,"2"
"1063","Casual Dining",3.9,0.744127913976601,0.559426800985664,"Yes","Yes","Continental, North Indian, Chinese, Bengali","Old Airport Road",1,"3"
"1064","Casual Dining",3.7,-0.104834399856727,0.127290640403972,"Yes","No","North Indian, South Indian, Chinese","Marathahalli",1,"2"
"1065","Casual Dining",4.2,1.83517057076438,0.559426800985664,"No","No","Andhra, Biryani, North Indian, Chinese","New BEL Road",1,"3"
"1066","Casual Dining",3.5,-0.2107445498993,0.451392760840241,"No","No","North Indian, South Indian, Biryani","Bannerghatta Road",0,"2"
"1067","Casual Dining",3.4,-0.298162451521742,0.343358720694818,"No","No","Seafood, Biryani, South Indian","Kalyan Nagar",0,"2"
"1068","Casual Dining",2.9,-0.148543350667947,0.127290640403972,"Yes","No","Biryani, North Indian, Chinese","Brookefield",0,"1"
"1069","Casual Dining",3.7,0.942499306119834,-0.0887774398868734,"Yes","No","North Indian, Chinese, Biryani, Andhra","Brookefield",1,"2"
"1070","Casual Dining",4.4,-0.106515513349466,1.42369912214905,"No","Yes","Chinese","Lavelle Road",1,"3"
"1071","Casual Dining",4.4,0.0178868851132396,1.63976720243989,"No","Yes","Continental, North Indian, Asian, Italian","Byresandra,Tavarekere,Madiwala",1,"3"
"1072","Casual Dining",3.7,-0.251091273725042,2.07190336302159,"No","Yes","BBQ, Biryani, Continental","Church Street",1,"2"
"1073","Casual Dining",4.2,0.649985558383202,0.127290640403972,"Yes","No","Asian, Chinese","Malleshwaram",1,"3"
"1074","Casual Dining",3.8,-0.0930666054075518,-0.304845520177719,"Yes","No","South Indian, North Indian, Chinese","Bellandur",1,"3"
"1075","Casual Dining",2.9,1.07026393156802,0.559426800985664,"Yes","No","Arabian, North Indian, Chinese, Kerala, Seafood, Biryani","Bellandur",0,"1"
"1076","Casual Dining",3.6,-0.286394657072567,-0.304845520177719,"Yes","No","North Indian","Brookefield",1,"2"
"1077","Casual Dining",3.8,0.660072239339638,1.42369912214905,"Yes","Yes","North Indian, Mughlai, Biryani","Jayanagar",1,"3"
"1078","Casual Dining",3.8,-0.121645534784119,2.93617568418497,"No","No","North Indian, Continental, South Indian, Asian","Brookefield",1,"3"
"1079","Casual Dining",4.1,0.982846029945576,0.559426800985664,"Yes","Yes","North Indian, Mughlai, Chinese","Banashankari",1,"3"
"1080","Casual Dining",3.5,-0.0997910593785088,0.559426800985664,"Yes","No","Biryani, Andhra","Brookefield",0,"2"
"1081","Casual Dining",3.3,-0.242685706261346,0.127290640403972,"Yes","No","North Indian, Biryani, Chinese","Marathahalli",0,"1"
"1082","Casual Dining",4.3,-0.0745743569874199,0.235324680549395,"Yes","No","Biryani, North Indian, Kebab","Brigade Road",1,"3"
"1083","Casual Dining",3.7,-0.155267804638904,-0.0887774398868734,"Yes","No","South Indian, North Indian, Chinese, Beverages","Bannerghatta Road",1,"2"
"1084","Casual Dining",3.4,-0.308249132478177,-0.0887774398868734,"No","No","North Indian","Marathahalli",0,"2"
"1085","Casual Dining",3.5,-0.241004592768607,-0.196811480032296,"Yes","No","South Indian","Lavelle Road",0,"2"
"1086","Casual Dining",3,-0.25613461420326,0.0192566002585495,"Yes","No","North Indian, Biryani, Chinese, Seafood","Bannerghatta Road",0,"1"
"1087","Casual Dining",3.4,0.0666391764026782,0.0192566002585495,"No","No","Chettinad, Chinese, South Indian","Brookefield",0,"2"
"1088","Casual Dining",4.1,0.396137420979574,1.2076310418582,"Yes","Yes","Seafood, North Indian, Chinese","Malleshwaram",1,"3"
"1089","Casual Dining",3.5,-0.094747718900291,0.235324680549395,"No","No","North Indian, Chinese","Jayanagar",0,"2"
"1090","Casual Dining",3.7,-0.259496841188739,0.235324680549395,"Yes","Yes","Chinese, North Indian, Pizza, Italian","Banashankari",1,"2"
"1091","Casual Dining",4.2,1.94108072080696,2.50403952360328,"Yes","Yes","Lebanese, Arabian, Middle Eastern, Salad, Beverages","Indiranagar",1,"3"
"1092","Casual Dining",3.6,-0.274626862623392,-0.304845520177719,"Yes","No","Biryani","Bellandur",1,"2"
"1093","Casual Dining",3.6,-0.27967020310161,-0.0887774398868734,"No","No","North Indian","Kalyan Nagar",1,"2"
"1094","Casual Dining",3.4,-0.177122280044515,-0.0887774398868734,"Yes","No","North Indian, Biryani, Chinese, Mughlai","Marathahalli",0,"2"
"1095","Casual Dining",3.7,-0.244366819754085,-0.0887774398868734,"No","No","North Indian, Chinese","Electronic City",1,"2"
"1096","Casual Dining",4.2,4.07777597007856,1.63976720243989,"Yes","Yes","Chettinad, Andhra, Kerala","Byresandra,Tavarekere,Madiwala",1,"3"
"1097","Casual Dining",3,-0.299843565014481,-0.0887774398868734,"Yes","No","North Indian, Chinese","Sarjapur Road",0,"1"
"1098","Casual Dining",2.8,-0.252772387217782,-0.304845520177719,"No","No","Biryani, North Indian","Malleshwaram",0,"1"
"1099","Casual Dining",4,0.291908384429739,0.343358720694818,"Yes","Yes","Kerala, Seafood, Chinese","Brookefield",1,"3"
"1100","Casual Dining",3.8,0.0700014033881567,0.127290640403972,"Yes","No","Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",1,"3"
"1101","Casual Dining",3.1,-0.123326648276858,0.0192566002585495,"Yes","No","North Indian, Chinese","Bellandur",0,"1"
"1102","Casual Dining",3.6,-0.284713543579828,0.127290640403972,"No","No","North Indian, South Indian, Andhra","Bannerghatta Road",1,"2"
"1103","Casual Dining",3.6,0.165824872474295,-0.0887774398868734,"No","No","Andhra, Biryani","HSR",1,"2"
"1104","Casual Dining",3.4,0.305357292371653,-0.0887774398868734,"Yes","No","North Indian, Chinese, Biryani","Brookefield",0,"2"
"1105","Casual Dining",3.6,-0.266221295159696,-0.196811480032296,"Yes","Yes","South Indian, North Indian, Chinese","Whitefield",1,"2"
"1106","Casual Dining",2.8,-0.259496841188739,0.343358720694818,"No","No","Continental, Italian, Pizza","Whitefield",0,"1"
"1107","Casual Dining",3.8,-0.244366819754085,0.451392760840241,"Yes","No","North Indian, Mughlai","Brookefield",1,"3"
"1108","Casual Dining",3.9,0.799604659236997,-0.196811480032296,"Yes","No","South Indian, North Indian, Kerala, Seafood","Brookefield",1,"3"
"1109","Casual Dining",2.9,-0.23428013879765,0.127290640403972,"No","No","North Indian, Street Food","Bannerghatta Road",0,"1"
"1110","Casual Dining",3,-0.118283307798641,0.991562961567356,"No","No","North Indian, Italian, Chinese, Asian","Bellandur",0,"1"
"1111","Casual Dining",3.2,0.644942217904984,0.127290640403972,"Yes","No","Chettinad, Biryani, South Indian, Seafood","Indiranagar",0,"1"
"1112","Casual Dining",3.2,-0.308249132478177,0.127290640403972,"Yes","No","North Indian, Andhra, Chinese","Malleshwaram",0,"1"
"1113","Casual Dining",2.7,-0.232599025304911,-0.0887774398868734,"No","No","South Indian, North Indian, Fast Food","Church Street",0,"1"
"1114","Casual Dining",3.6,-0.170397826073558,0.235324680549395,"Yes","No","North Indian, Mughlai, Biryani, Rolls","Malleshwaram",1,"2"
"1115","Casual Dining",3.2,-0.126688875262337,0.343358720694818,"Yes","No","South Indian, North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",0,"1"
"1116","Casual Dining",4.2,0.360834037632049,2.07190336302159,"Yes","Yes","Salad, Healthy Food, Italian, Juices, Mexican, Pizza","Kalyan Nagar",1,"3"
"1117","Casual Dining",3.1,-0.309930245970917,-0.304845520177719,"Yes","No","North Indian, Chinese","Bannerghatta Road",0,"1"
"1118","Casual Dining",3.5,-0.298162451521742,0.127290640403972,"Yes","No","Continental, Mexican, Lebanese","Brigade Road",0,"2"
"1119","Casual Dining",3.5,-0.281351316594349,1.42369912214905,"No","No","North Indian, Chinese, Mangalorean, Andhra","Electronic City",0,"2"
"1120","Casual Dining",4.1,1.49054230475283,0.991562961567356,"Yes","Yes","North Indian, Chinese","Basavanagudi",1,"3"
"1121","Casual Dining",3.8,0.160781531996077,0.127290640403972,"Yes","No","North Indian","Banashankari",1,"3"
"1122","Casual Dining",3.8,-0.140137783204251,0.559426800985664,"Yes","No","North Indian, Andhra, BBQ, Seafood, Chinese","Brookefield",1,"3"
"1123","Casual Dining",3.7,-0.251091273725042,3.15224376447581,"No","No","European, North Indian, South Indian, Seafood, Salad, Asian, Grill","Indiranagar",1,"2"
"1124","Casual Dining",3.6,-0.296481338029003,-0.304845520177719,"Yes","No","Pizza, Italian","Byresandra,Tavarekere,Madiwala",1,"2"
"1125","Casual Dining",3.8,0.115391467692117,0.127290640403972,"Yes","No","Seafood, South Indian, Chinese, Kerala","Indiranagar",1,"3"
"1126","Casual Dining",3.2,-0.306568018985438,0.343358720694818,"No","Yes","South Indian, North Indian, Chinese","Bannerghatta Road",0,"1"
"1127","Casual Dining",4,0.458338620210926,0.343358720694818,"Yes","No","North Indian","Brookefield",1,"3"
"1128","Casual Dining",3.8,0.0212491120987181,1.42369912214905,"Yes","Yes","North Indian, Chinese, Mughlai","Basavanagudi",1,"3"
"1129","Casual Dining",4,1.47877451030366,1.85583528273074,"No","Yes","Chinese, Momos","Whitefield",1,"3"
"1130","Casual Dining",2.8,-0.252772387217782,0.991562961567356,"Yes","Yes","Continental, Italian, North Indian, Chinese","Frazer Town",0,"1"
"1131","Casual Dining",4,-0.138456669711512,0.343358720694818,"Yes","No","Andhra, Biryani, North Indian","Brookefield",1,"3"
"1132","Casual Dining",3.4,-0.277989089608871,0.0192566002585495,"No","No","Chinese, North Indian, Momos","Old Airport Road",0,"2"
"1133","Casual Dining",3.9,-0.182165620522733,-0.196811480032296,"No","No","Chinese, South Indian, North Indian","Lavelle Road",1,"3"
"1134","Casual Dining",3.1,0.127159262141292,0.0192566002585495,"Yes","No","Chettinad, South Indian","Byresandra,Tavarekere,Madiwala",0,"1"
"1135","Casual Dining",4.6,0.458338620210926,2.50403952360328,"No","No","South Indian","Brookefield",1,"3"
"1136","Casual Dining",4.2,0.370920718588485,2.72010760389412,"No","Yes","North Indian, Continental, Asian","Whitefield",1,"3"
"1137","Casual Dining",3.6,-0.294800224536263,0.991562961567356,"No","No","Continental","Basavanagudi",1,"2"
"1138","Casual Dining",4,-0.0577632220600272,-0.0887774398868734,"Yes","No","South Indian, North Indian, Chinese","Brookefield",1,"3"
"1139","Casual Dining",3.1,-0.242685706261346,0.991562961567356,"No","No","Asian, Continental","Brigade Road",0,"1"
"1140","Casual Dining",4.1,0.463381960689144,0.343358720694818,"No","Yes","Konkan, Mangalorean, North Indian, Seafood","Bannerghatta Road",1,"3"
"1141","Casual Dining",3.8,0.0548713819535033,0.127290640403972,"Yes","No","Andhra, North Indian, Chinese","Kammanahalli",1,"3"
"1142","Casual Dining",3.8,-0.123326648276858,0.127290640403972,"Yes","No","North Indian, Biryani","Byresandra,Tavarekere,Madiwala",1,"3"
"1143","Casual Dining",3.7,-0.266221295159696,-0.196811480032296,"No","No","North Indian, Chinese, Biryani, Andhra","Marathahalli",1,"2"
"1144","Casual Dining",3.5,-0.293119111043524,0.0192566002585495,"Yes","No","North Indian, Chinese, Bengali","Sarjapur Road",0,"2"
"1145","Casual Dining",3.7,0.658391125846899,0.77549488127651,"Yes","No","North Indian, South Indian, Biryani, Beverages","Jayanagar",1,"2"
"1146","Casual Dining",2.9,-0.30320579199996,0.343358720694818,"No","No","North Indian, Chinese, Mughlai","Kammanahalli",0,"1"
"1147","Casual Dining",3.7,-0.168716712580819,-0.414703511650273,"No","No","Mughlai, North Indian, Biryani, Chinese","Kammanahalli",1,"2"
"1148","Casual Dining",4.2,1.02487386726406,0.451392760840241,"Yes","Yes","North Indian","Electronic City",1,"3"
"1149","Casual Dining",4.1,0.433121917819837,0.343358720694818,"Yes","Yes","Continental, Italian, American","Bannerghatta Road",1,"3"
"1150","Casual Dining",3.8,0.150694851039641,1.42369912214905,"Yes","Yes","Seafood, Mangalorean","Malleshwaram",1,"3"
"1151","Casual Dining",2.8,-0.252772387217782,-0.196811480032296,"No","No","Fast Food, Chinese, North Indian, Biryani","Koramangala 4th Block",0,"1"
"1152","Casual Dining",4,0.328892881270003,0.343358720694818,"Yes","No","Chinese, Malaysian","Kammanahalli",1,"3"
"1153","Casual Dining",2.6,-0.286394657072567,0.127290640403972,"No","No","Andhra, Biryani, North Indian","HSR",0,"1"
"1154","Casual Dining",3.8,-0.200657868942865,0.991562961567356,"Yes","No","North Indian, Arabian, Chinese","Koramangala 4th Block",1,"3"
"1155","Casual Dining",3.9,-0.0594443355527665,0.127290640403972,"No","No","North Indian, Chinese, Continental, South Indian","Brigade Road",1,"3"
"1156","Casual Dining",2.4,-0.0930666054075518,0.127290640403972,"Yes","No","North Indian, Chinese","Marathahalli",0,"1"
"1157","Casual Dining",3.4,-0.242685706261346,1.2076310418582,"No","No","North Indian","Indiranagar",0,"2"
"1158","Casual Dining",3.3,-0.309930245970917,0.343358720694818,"No","No","North Indian, Chinese","Malleshwaram",0,"1"
"1159","Casual Dining",4,-0.183846734015472,0.991562961567356,"No","No","American","Kalyan Nagar",1,"3"
"1160","Casual Dining",4,0.444889712269012,0.991562961567356,"Yes","Yes","Chinese, Thai","Brigade Road",1,"3"
"1161","Casual Dining",4,0.989570483916533,0.235324680549395,"Yes","No","Andhra","Brigade Road",1,"3"
"1162","Casual Dining",2.7,-0.156948918131644,-0.304845520177719,"Yes","No","South Indian, Fast Food, Street Food","Basavanagudi",0,"1"
"1163","Casual Dining",3,-0.0863421514365947,-0.196811480032296,"Yes","No","North Indian, South Indian, Chinese","Bellandur",0,"1"
"1164","Casual Dining",4,-0.172078939566297,-0.0887774398868734,"No","No","North Indian, Chinese, Fast Food","Jayanagar",1,"3"
"1165","Casual Dining",4.1,0.197766028836341,1.42369912214905,"Yes","No","Portuguese, Wraps, Burger, Salad","Malleshwaram",1,"3"
"1166","Casual Dining",2.8,-0.136775556218773,-0.0887774398868734,"Yes","No","Chinese, Tibetan","Basavanagudi",0,"1"
"1167","Casual Dining",3.5,-0.168716712580819,-0.0887774398868734,"Yes","No","Seafood, Biryani, South Indian, North Indian, Chinese","Banashankari",0,"2"
"1168","Casual Dining",3.2,-0.313292472956395,0.127290640403972,"Yes","No","Fast Food","Bellandur",0,"1"
"1169","Casual Dining",3.8,-0.284713543579828,-0.304845520177719,"Yes","No","Fast Food, North Indian","Malleshwaram",1,"3"
"1171","Casual Dining",3.8,0.259967228067693,0.559426800985664,"Yes","Yes","Biryani, Andhra, North Indian, Chinese","Marathahalli",1,"3"
"1172","Casual Dining",4,0.986208256931055,0.451392760840241,"Yes","No","Italian, Pizza, Fast Food, Salad","Byresandra,Tavarekere,Madiwala",1,"3"
"1173","Casual Dining",4.2,1.46196337537627,1.63976720243989,"Yes","Yes","Asian, Chinese, Continental, North Indian, South Indian","Sarjapur Road",1,"3"
"1174","Casual Dining",3.1,-0.288075770565306,2.28797144331243,"No","No","Continental, Mughlai","Electronic City",0,"1"
"1175","Casual Dining",3.8,-0.172078939566297,0.559426800985664,"Yes","Yes","North Indian, Chinese","Electronic City",1,"3"
"1176","Casual Dining",3.7,-0.0544009950745487,0.343358720694818,"Yes","No","Biryani, Chinese, North Indian","Bannerghatta Road",1,"2"
"1177","Casual Dining",3.5,-0.289756884058045,0.0192566002585495,"No","No","North Indian, Kerala, Biryani, South Indian","Electronic City",0,"2"
"1178","Casual Dining",3.9,1.06353947759706,0.0192566002585495,"Yes","No","Chinese, Momos","Byresandra,Tavarekere,Madiwala",1,"3"
"1179","Casual Dining",4.2,0.576016564702675,0.559426800985664,"Yes","No","Mughlai, Biryani, North Indian","Kalyan Nagar",1,"3"
"1180","Casual Dining",3.7,-0.222512344348475,2.07190336302159,"Yes","Yes","Chinese","Indiranagar",1,"2"
"1181","Casual Dining",3.3,-0.306568018985438,0.343358720694818,"Yes","No","North Indian, Chinese","HSR",0,"1"
"1182","Casual Dining",3.8,-0.284713543579828,0.559426800985664,"No","Yes","North Indian, Asian, Continental","Basavanagudi",1,"3"
"1183","Casual Dining",4.1,1.09211840697363,1.42369912214905,"Yes","Yes","North Indian, Chinese, Continental","Indiranagar",1,"3"
"1184","Casual Dining",3.8,-0.25613461420326,0.77549488127651,"No","No","North Indian, South Indian, Thai, Chinese, Continental","Byresandra,Tavarekere,Madiwala",1,"3"
"1185","Casual Dining",3.6,-0.251091273725042,1.85583528273074,"Yes","No","North Indian, Continental, Chinese, Asian, Thai","Brigade Road",1,"2"
"1186","Casual Dining",2.8,-0.239323479275868,0.991562961567356,"Yes","No","Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian","Electronic City",0,"1"
